4.749077222423585e-01,8.070379715649246e-01,4.795392527775439e-01,6.148588603549333e-01,3.902031509710451e-01,5.962976075509834e-01,6.508930480164389e-01,5.059790861278202e-01,4.533184228303942e-01,5.025941394798883e-01
6.430224670679840e-01,6.319859022634143e-01,5.003528703975044e-01,5.795115354328499e-01,5.294945217661429e-01,4.386817915665319e-01,7.006526428303596e-01,5.070129213792591e-01,5.084047399037896e-01,5.095956193300397e-01
5.559805868535106e-01,6.319532827757944e-01,4.583565009329554e-01,5.788152869814741e-01,5.582417683029104e-01,5.322723335634671e-01,5.272817749129667e-01,5.800530343991133e-01,5.807999909261909e-01,6.506444272604098e-01
4.316049099538875e-01,3.702351000651858e-01,4.183563751962850e-01,2.781496497068334e-01,5.054517158700285e-01,4.804922143769941e-01,3.451307696370935e-01,2.588653465009410e-01,2.816105652530197e-01,3.249037790841371e-01
6.950378908943862e-01,6.938701748473630e-01,6.218464038999671e-01,7.082066242487511e-01,5.636248946562883e-01,7.624013672705321e-01,6.473723188494307e-01,7.008449939641109e-01,6.218355585702720e-01,6.341457183810952e-01
3.485740461007353e-01,5.484065702458296e-01,4.750369171586002e-01,5.402568215328418e-01,4.728190519973339e-01,1.991096557751151e-01,6.247556912109909e-01,6.230500388294424e-01,4.424981405265506e-01,3.943286882611726e-01
6.568204422428551e-01,8.126270763726438e-01,7.318552518214877e-01,7.094014303604157e-01,6.483057035530502e-01,6.761903710681755e-01,7.861378119725763e-01,6.430206280211209e-01,7.223790379932097e-01,7.847166120395120e-01
3.843515822272973e-01,5.094501329001562e-01,4.608866816446268e-01,3.829917894531973e-01,5.359884408166888e-01,3.136923526597837e-01,4.690965859702645e-01,4.415140415998381e-01,3.102126710850703e-01,4.715471812233139e-01
4.095864234338841e-01,5.192989221649780e-01,4.228941380103708e-01,4.923497480246032e-01,5.873746303808258e-01,3.353711436874297e-01,5.464255498473461e-01,5.419135546555340e-01,3.841548450930663e-01,4.646544332442084e-01
4.769358614711141e-01,3.771839162131193e-01,3.792557206826146e-01,4.085155205207802e-01,4.916320964839258e-01,3.421887644333805e-01,3.136214881428487e-01,5.388806039778973e-01,2.828936288678699e-01,5.402350026549221e-01
5.779226923627174e-01,2.306979600532092e-01,5.373438602666056e-01,3.421221828475735e-01,4.159912339995626e-01,4.447412531446890e-01,5.279390664663419e-01,3.535096931518416e-01,4.342718728103023e-01,4.445924257537504e-01
4.017305327219626e-01,4.830515586606507e-01,2.104617838456464e-01,3.290326396506177e-01,4.235310715833317e-01,3.519184604251925e-01,3.728846368468272e-01,4.041016884817712e-01,2.929836187544624e-01,4.780394459178256e-01
3.834027568416610e-01,5.793466820437774e-01,6.471211693504086e-01,5.125070733876361e-01,3.992979783994638e-01,6.978886184015906e-01,3.044309228738250e-01,6.286206696498329e-01,4.642106724542684e-01,4.731565161984540e-01
