6.175179626924963e-01,8.498724288908424e-01,1.111859505245126e-01,7.915820807395977e-01,9.245551464761398e-01,4.075877668872857e-01,3.724040389704505e-01,7.354815386576039e-01,1.085694472540636e-01,6.122406736658011e-01
4.347449684575169e-01,6.254354352776104e-02,8.655092549466973e-01,1.239518439538573e-01,8.341636106237132e-02,4.115160430402588e-01,9.056856189555698e-01,7.331125662286939e-01,1.823231178075438e-01,5.553038472319016e-01
7.215875967076441e-01,8.020711705981550e-01,7.739183442643288e-02,7.446365509437156e-01,7.242618288720589e-01,1.292633641813134e-01,3.615538082968096e-01,6.204974620314203e-01,5.373165394167703e-01,1.648906358634448e-01
6.231101678532427e-01,5.874232500431261e-01,2.456210872448995e-01,6.050600911545263e-01,7.702263924748090e-01,2.767669543401466e-01,4.882851354265035e-01,8.581272510319449e-01,5.899463074434913e-02,6.828495972502435e-01
4.628183128573168e-01,5.042416774428726e-01,4.754715881097931e-01,8.770900364604892e-01,5.429729221927104e-02,1.958021046518051e-01,6.347397867883861e-01,9.321888673528096e-01,8.943283623611192e-02,6.425342973722680e-01
9.855195305778616e-01,4.921165848899970e-01,5.264131449643165e-01,7.347748691365282e-01,4.530887781368992e-02,7.025448824570982e-01,5.637785884069665e-01,5.681449558715823e-01,2.738697718614766e-01,3.844638477506817e-01
9.147963380153292e-01,8.174980455331164e-01,2.984361973802384e-01,3.728858058183594e-01,1.665976304516081e-02,7.701037477087581e-01,3.969986723791667e-01,2.635175599635949e-01,5.039448561738721e-01,1.057106713675428e-01
5.753452542052474e-01,4.766418746692840e-01,7.144161679575498e-01,4.165654630400598e-01,3.916306540456008e-01,2.525318829776192e-01,2.937159460955826e-01,4.976224173061660e-01,9.354554606508092e-02,5.541786429127877e-01
3.268137741974020e-02,4.739028482864978e-01,9.220389164281797e-01,5.454813323806625e-01,4.124442811768179e-01,5.502530333232081e-01,4.395378532863455e-01,3.854072252651441e-04,6.820536324342465e-01,7.707926535361491e-01
4.964089796929502e-01,2.927701739727789e-02,6.730839952883655e-01,8.523321746910684e-01,4.570125193618739e-01,2.749868439898029e-02,9.148360016673751e-01,8.329286899371708e-01,4.576928731288313e-01,8.280180778529347e-01
2.191112725938270e-01,7.368941005616715e-01,7.437209433000426e-01,2.071164054511654e-02,7.530957287127116e-01,7.471792490321718e-01,4.135784771633532e-01,2.158022496980643e-01,5.271158960630937e-01,4.336969092698561e-01
3.030649974697629e-01,6.900414249606224e-02,7.656498288488623e-01,2.007202920759776e-02,6.967491032303437e-01,9.480607246596989e-02,8.085334570265656e-01,7.748526180817052e-01,2.794533971056946e-01,6.765322979189845e-01
5.789308355286247e-01,5.690059646175348e-01,8.149172327985685e-01,9.991567843814431e-01,2.464077117931204e-01,7.017712995140037e-01,8.121186841116651e-01,5.334563071177555e-01,5.296806561396500e-02,7.446986989703656e-01
4.621612234608719e-01,4.294472181821120e-01,6.599272764003975e-01,4.062911101101331e-01,2.631713611233882e-01,8.019016281203967e-01,6.664719099735703e-01,5.649923978349320e-01,9.585245868172400e-01,4.285019555725743e-01
5.623438299612911e-01,1.529383968938815e-01,7.962899163105261e-01,3.580041896155561e-02,7.973634942011756e-01,5.092404600717046e-01,3.679969214371100e-01,2.196429964994585e-01,9.227839102856347e-01,2.814554713690198e-02
4.490780237271701e-01,9.217904888844691e-02,2.845808113719822e-01,6.700134957677923e-01,9.642551251964517e-01,8.186153634021431e-02,9.012124919587305e-03,4.377313281965849e-01,7.305004626831098e-01,8.853323171558548e-01
3.518988682680781e-01,3.742715807643472e-01,9.191076798389989e-01,5.545913074632982e-01,3.001153262297753e-01,5.011245104268967e-01,9.788541064871064e-01,1.903225223021185e-01,6.697867388132746e-01,7.386137086142722e-01
